1,-2783.351
2,4991.26
998,-2816.69
0,1756.022
1,-2936.135
1,-2575.271
2,-1699.664
2,-1660.578
999,-2410.641
2,-4029.799
2,-2838.634
0,-4026.614
1,560.455
1,-2153.899
998,18.232
1,-1345.142
1,-2725.101
1,-4392.59
999,-4113.942
998,-2482.676
1,-3009.978
999,-4305.324
2,945.571
2,1141.421
0,-4251.647
1,2085.304
998,2569.353
2,-1744.485
1,4693.537
3,-470.275
3,-4706.628
999,-287.792
1,-449.128
0,270.323
998,-948.181
999,-1425.885
0,4281.732
3,218.635
2,-1542.94
0,-3753.515
999,3957.938
0,-371.903
0,-379.006
2,4463.45
2,-3610.513
999,-2398.471
2,-1634.995
2,1590.997
2,2372.02
2,704.908
998,-930.301
1,3203.086
999,-4784.099
1,-2300.943
999,-3366.794
999,-489.304
1,-2148.174
999,-1076.068
0,1020.134
998,3367.001
999,2459.367
999,-4744.019
998,3519.852
1,-952.71
0,-3877.412
998,-1583.695
2,-4596.372
0,3375.988
999,492.366
999,-4581.437
1,553.909
999,-3332.897
1,4314.228
998,2249.646
2,161.406
0,4803.384
0,-1116.139
1,-1731.665
999,-1099.4
1,-2713.98
998,866.201
3,3962.051
0,57.876
998,-978.261
999,-3386.904
998,1526.422
1,-4237.599
3,-2761.861
3,306.44
1,-3068.944
1,-3237.563
2,377.126
1,-1521.95
0,-3372.923
1,-431.16
998,-1296.703
1,-3033.786
0,-840.904
0,-4223.516
1,-234.222
999,-2311.085
2,1934.16
3,-3496.041
3,-4233.252
998,-2802.511
3,4873.571
998,-3051.371
2,-4374.406
1,2142.527
2,1918.967
0,3771.963
2,-2205.332
1,432.757
0,2940.761
1,4455.137
999,4488.712
3,-4724.183
1,2775.198
998,1258.519
999,975.545
998,-3006.912
3,-3296.544
998,84.179
998,-1624.63
998,88.175
2,2269.733
2,-2208.613
3,699.852
999,4949.16
998,-4254.385
998,4304.614
2,-2499.962
998,-3705.635
998,-1590.09
998,-195.74
1,2083.966
999,-1320.699
1,2083.923
3,1951.146
3,-159.067
999,-2175.51
0,1211.892
3,-115.358
2,-3166.066
3,1314.345
2,868.375
999,1175.632
2,722.546
999,-1679.208
999,-3601.901
1,103.522
0,3278.338
0,3961.165
3,1104.398
999,-3079.4
999,-4255.409
2,-629.376
999,-2150.288
2,-3182.727
999,2927.679
3,-3302.387
1,3135.508
3,2507.273
1,1066.752
998,-3449.107
0,2503.201
3,627.027
1,3580.877
0,-860.487
2,589.12
2,2051.772
3,-712.583
998,3712.99
999,3539.393
1,4562.181
0,-1166.915
3,-3437.804
998,1757.155
0,551.668
2,1502.758
3,882.934
0,-4955.315
1,364.343
998,-3006.259
998,-4593.071
0,-1605.79
0,2893.357
1,4259.694
998,234.309
0,2540.258
2,-4118.66
0,-1379.24
999,-1430.741
0,-1952.452
998,4846.501
2,4626.908
999,4548.928
1,-2219.504
0,4252.119
0,-683.583
3,-1598.486
2,-149.707
0,-3039.807
998,4674.102
999,2231.284
998,4365.589
0,-2903.576
1,2696.532
1,1927.863
998,4270.727
0,4082.434
3,-4020.626
2,-1610.746
3,-242.822
3,-443.744
0,4358.63
998,4313.522
998,4062.208
1,-2510.981
999,4085.608
998,-2741.083
2,-2868.038
999,4808.758
2,-3535.26
0,-4415.883
3,-521.613
3,4723.211
998,4321.591
998,-437.455
2,-1860.632
999,4337.672
1,4586.331
1,4818.394
2,4762.641
2,-1794.815
3,-3450.073
1,-2389.458
0,-2643.112
0,-4454.752
998,-24.32
999,-3732.473
999,-3285.737
0,-2717.271
3,1511.418
1,334.568
0,-3679.001
0,-4452.654
1,2617.226
999,2564.931
999,-1432.624
3,-3169.429
2,2483.366
3,4258.319
2,2608.952
1,1119.999
998,-627.587
1,-1240.276
0,347.577
999,-4644.322
3,91.716
999,3317.681
1,4290.245
2,3970.027
2,-4956.648
2,2148.554
0,-1269.259
2,2421.188
0,4823.656
3,-430.127
2,-332.765
0,-3388.207
999,-1217.846
999,26.49
3,-346.803
2,-1347.994
0,-2254.046
3,3990.071
998,-1984.605
998,-1171.265
998,2403.844
998,1559.925
2,-4674.525
2,-938.635
3,-1597.681
