0	5735.818000
1	2167.463000
2	1853.012000
3	3892.382000
4	0.000000
5	0.000000
6	0.000000
7	5872.601000
8	4342.663000
9	0.000000
10	0.000000
11	1789.110000
12	2436.763000
13	0.000000
14	9063.831000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	4275.132000
20	5480.730000
21	0.000000
22	1816.547000
23	1985.867000
24	3931.560000
25	0.000000
26	1886.471000
27	1984.948000
28	0.000000
29	0.000000
30	0.000000
31	5631.597000
32	2251.899000
33	3847.490000
34	0.000000
35	7218.189000
36	1767.229000
37	1590.875000
38	5960.846000
39	3743.313000
40	4083.070000
41	6069.263000
42	3217.715000
43	0.000000
44	1506.716000
45	0.000000
46	1997.876000
47	0.000000
48	2018.249000
49	1904.942000
50	0.000000
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	1784.719000
56	6101.160000
57	0.000000
58	4310.447000
59	0.000000
60	2078.694000
61	1795.149000
62	0.000000
63	2207.749000
64	1940.093000
65	3600.881000
66	0.000000
67	1594.473000
68	3751.961000
69	1570.313000
70	1889.579000
71	5910.872000
72	0.000000
73	0.000000
74	0.000000
75	0.000000
76	1583.865000
77	0.000000
78	0.000000
79	0.000000
80	1955.997000
81	0.000000
82	0.000000
83	0.000000
84	0.000000
85	0.000000
86	1979.485000
87	1859.627000
88	2132.424000
89	0.000000
90	0.000000
91	1823.859000
92	5773.969000
93	1676.866000
94	0.000000
95	0.000000
96	1994.598000
97	5039.584000
98	1707.321000
99	0.000000
100	1807.977000
101	0.000000
102	3504.547000
103	3851.372000
104	3799.354000
105	0.000000
106	1930.038000
107	3664.945000
108	1578.799000
109	3928.663000
110	0.000000
111	1677.730000
112	2180.251000
113	3706.935000
114	0.000000
115	0.000000
116	0.000000
117	3754.435000
118	1854.419000
119	0.000000
120	3696.127000
121	1655.598000
122	2063.869000
123	0.000000
124	5122.446000
125	1711.877000
126	3893.067000
127	0.000000
128	0.000000
129	1971.318000
130	0.000000
131	0.000000
132	1883.525000
133	0.000000
134	1981.680000
135	2055.270000
136	0.000000
137	1909.665000
138	0.000000
139	4001.099000
140	0.000000
141	1916.609000
142	0.000000
143	1657.736000
144	1692.675000
145	2051.517000
146	9916.849000
147	0.000000
148	1967.918000
149	1605.643000
150	4018.174000
151	2162.857000
152	0.000000
153	0.000000
154	0.000000
155	0.000000
156	0.000000
157	1887.769000
158	0.000000
159	2021.499000
160	2311.391000
161	0.000000
162	0.000000
163	3903.864000
164	0.000000
165	3865.740000
166	0.000000
167	0.000000
168	0.000000
169	1659.631000
170	1667.350000
171	4268.164000
172	0.000000
173	0.000000
174	0.000000
175	0.000000
176	0.000000
177	4029.961000
178	0.000000
179	2053.119000
180	0.000000
181	3767.404000
182	0.000000
183	1916.527000
184	3775.262000
185	5806.246000
186	1607.883000
187	1841.175000
188	0.000000
189	3716.853000
190	0.000000
191	4031.364000
192	3426.473000
193	1847.075000
194	3569.119000
195	4051.795000
196	1961.152000
197	0.000000
198	0.000000
199	4322.472000
200	2061.515000
201	2135.868000
202	2218.388000
203	2052.304000
204	0.000000
205	0.000000
206	1761.023000
207	1684.355000
208	0.000000
209	1862.743000
210	2088.716000
211	0.000000
212	0.000000
213	0.000000
214	1788.154000
215	1966.651000
216	0.000000
217	1748.044000
218	0.000000
219	0.000000
220	1686.056000
221	4103.904000
222	3469.810000
223	0.000000
224	0.000000
225	3496.131000
226	0.000000
227	3930.701000
228	0.000000
229	4254.799000
230	2046.988000
231	0.000000
232	5750.742000
233	1525.443000
234	0.000000
235	2153.320000
236	1852.703000
237	0.000000
238	0.000000
239	1956.749000
240	2028.167000
241	0.000000
242	0.000000
243	1611.767000
244	0.000000
245	3446.657000
246	7043.498000
